original_original,original_city,original_area,original_abbreviation,original_state,lat,lon,formatted,district,housenumber,name,suburb,street,county_code,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Jamnagar_Dc (Gujarat),Jamnagar,,Dc,Gujarat,22.4732415,70.0552102,"Jamnagar, GJ, India",,,,,,,,Jamnagar,Jamnagar City Taluka,Gujarat,GJ,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gooty_StatonRd_D (Andhra Pradesh),Gooty,StatonRd,D,Andhra Pradesh,15.12279,77.636011,"Gooty, AP, India",,,,,,,515401,Gooty,Gooty,Andhra Pradesh,AP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Duddhi_MChwkDPP_D (Uttar Pradesh),Duddhi,MChwkDPP,D,Uttar Pradesh,24.213453,83.23655,"CHC Duddhi, Dudhi - 231208, UP, India",,,CHC Duddhi,,,SO,231208,Dudhi,Sonbhadra,Uttar Pradesh,UP,India,in,0,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Renukoot_Govind_D (Uttar Pradesh),Renukoot,Govind,D,Uttar Pradesh,24.2188171,83.0382342,"Renukoot, UP, India",,,,,,,231217,Renukoot,Dudhi,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Anpara_Parasi_D (Uttar Pradesh),Anpara,Parasi,D,Uttar Pradesh,24.197699,82.780445,"Anpara, SO, India",,,,,,SO,,Anpara,Sonbhadra,Uttar Pradesh,UP,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Singrauli_Waidhan_D (Madhya Pradesh),Singrauli,Waidhan,D,Madhya Pradesh,24.1260312,82.61527448412937,"Waidhan, MP, India",Waidhan,,,,,,,Waidhan,Singrauli Tahsil,Madhya Pradesh,MP,India,in,0.45,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Singrauli_Ward8DPP_D (Madhya Pradesh),Singrauli,Ward8DPP,D,Madhya Pradesh,24.1974432,82.6661453,"Singrauli, MP, India",,,,,,,486889,Singrauli,Singrauli Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chopan_PreetDPP_D (Uttar Pradesh),Chopan,PreetDPP,D,Uttar Pradesh,24.5178532,83.0234741,"Chopan, UP, India",,,,,,,231205,Chopan,Robertsganj,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Madhavaram_DPC (Tamil Nadu),Chennai,Madhavaram,DPC,Tamil Nadu,13.14989,80.213044,"Madhavaram, Chennai, CH, India",Madhavaram,,Madhavaram,,,CH,,Chennai,Chennai,Tamil Nadu,TN,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Himmatnagar_DC (Gujarat),Himmatnagar,,DC,Gujarat,26.84138,74.2700672,"Himmatnagar, RJ, India",,,,,,,,Himmatnagar,Degana Tehsil,Rajasthan,RJ,India,in,0.25,0.25,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LakhimpurN_SashPhkn_D (Assam),LakhimpurN,SashPhkn,D,Assam,,,,,,,,,,,,,,,,,,,,,,
Dhemaji_WardNo3_D (Assam),Dhemaji,WardNo3,D,Assam,27.4763797,94.5629622,"Dhemaji, AS, India",,,,,,,787057,Dhemaji,Dhemaji,Assam,AS,India,in,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Likabali_ZoomCDPP_D (Arunachal Pradesh),Likabali,ZoomCDPP,D,Arunachal Pradesh,27.6588306,94.6977781,"Likabali, AR, India",,,,,,,,Likabali,Likabali SDO,Arunachal Pradesh,AR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vapi_IndEstat_I (Gujarat),Vapi,IndEstat,I,Gujarat,20.371603,72.9166501,"Vapi, GJ, India",,,,,,,396191,Vapi,Vapi Taluka,Gujarat,GJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Katwa_BSarani_D (West Bengal),Katwa,BSarani,D,West Bengal,23.644278,88.1287333,"Katwa, WB, India",,,,,,,713130,Katwa,Katwa - I,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chapra_NagarDPP_D (West Bengal),Chapra,NagarDPP,D,West Bengal,23.5203126,88.5498071,"Chapra, WB, India",,,,,,,741123,Chapra,Chapra,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nakashipara_MaxDPP_D (West Bengal),Nakashipara,MaxDPP,D,West Bengal,23.592169,88.3404207,"Nakashipara, WB, India",,,,,,,741126,Nakashipara,Nakashipara,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Plassey_BtaiRoad_D (West Bengal),Plassey,BtaiRoad,D,West Bengal,23.785157,88.254699,"Palasi, Mira, WB, India",,,Palasi,Palasi,,,,Mira,Nadia,West Bengal,WB,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Surendranagar_DC (Gujarat),Surendranagar,,DC,Gujarat,22.72317,71.648352,"Surendranagar, GJ, India",,,,,,,,Surendranagar,Wadhwan Taluka,Gujarat,GJ,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Limbdi_Busstand_D (Gujarat),Limbdi,Busstand,D,Gujarat,20.331472,72.872667,"Punant Busstand, Dhodi Pada, GJ, India",,,Punant Busstand,Punant Busstand,,,,Dhodi Pada,Valsad,Gujarat,GJ,India,in,0.1111111111111111,0.2222222222222222,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Tiruvalla_TKRoad_D (Kerala),Tiruvalla,TKRoad,D,Kerala,9.3867448,76.5762652,"Thiruvalla, KL, India",,,,,,,689111,Thiruvalla,Thiruvalla,Kerala,KL,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kuthuparamba_IdstrlAr_D (Kerala),Kuthuparamba,IdstrlAr,D,Kerala,11.826973,75.564533,"Kuthuparamba Vetinary Hospital, Kaitheri - 670643, KL, India",,,Kuthuparamba Vetinary Hospital,,,KN,670643,Kaitheri,Kannur,Kerala,KL,India,in,0,0.81,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ghumarwin_Gndhichk_D (Himachal Pradesh),Ghumarwin,Gndhichk,D,Himachal Pradesh,31.4421256,76.7075073,"Ghumarwin, HP, India",,,,,,,174021,Ghumarwin,,Himachal Pradesh,HP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jahu_Sulgwan_D (Himachal Pradesh),Jahu,Sulgwan,D,Himachal Pradesh,31.5907061,76.7224443,"Jahu, HP, India",,,,,,,176048,Jahu,Bhoranj,Himachal Pradesh,HP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
JognderNgr_Dhelu_D (Himachal Pradesh),JognderNgr,Dhelu,D,Himachal Pradesh,31.98963,76.77678,"Dhelu, HP, India",,,,,,,,Dhelu,Mandi,Himachal Pradesh,HP,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Chandigarh_Panchkula (Chandigarh),Chandigarh,,Panchkula,Chandigarh,30.7334421,76.7797143,"Chandigarh, CH, India",,,,,,,,Chandigarh,Chandigarh,Chandigarh,CH,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Chrompet_L (Tamil Nadu),Chennai,Chrompet,L,Tamil Nadu,13.0836939,80.270186,"Chennai, TN, India",,,,,,,600001,Chennai,Chennai,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wardha_RamaNgr_D (Maharashtra),Wardha,RamaNgr,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Deoli_Central_DPP_2 (Maharashtra),Deoli,Central,DPP2,Maharashtra,20.651143,78.478513,"Deoli, WR, India",,,,,,WR,,Deoli,Wardha,Maharashtra,MH,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Fatepur_NH117_D (West Bengal),Fatepur,NH117,D,West Bengal,22.943483,88.58905,"Fatepur, WB, India",,,,,,,741249,Fatepur,Haringhata,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barnala_DC (Punjab),Barnala,,DC,Punjab,29.9511419,75.4347037,"Barnala, PB, India",,,,,,,,Barnala,Mansa Tehsil,Punjab,PB,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muzaffrngr_MhmodNgr_D (Uttar Pradesh),Muzaffrngr,MhmodNgr,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Deoband_Ramvlg_D (Uttar Pradesh),Deoband,Ramvlg,D,Uttar Pradesh,29.6934924,77.6779885,"Deoband, UP, India",,,,,,,247554,Deoband,Deoband,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Deoria_CCRoad_D (Uttar Pradesh),Deoria,CCRoad,D,Uttar Pradesh,26.4998975,83.7829787,"Deoria, UP, India",,,,,,,274001,Deoria,Deoria,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kushinagar_KasyaDPP_D (Uttar Pradesh),Kushinagar,KasyaDPP,D,Uttar Pradesh,26.7438272,83.9162322,"Kushinagar, UP, India",,,,,,,274402,Kushinagar,Kasya,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Padrauna_BawliDPPP_D (Uttar Pradesh),Padrauna,BawliDPPP,D,Uttar Pradesh,26.9036455,83.9793208,"Padrauna, UP, India",,,,,,,,Padrauna,Padrauna,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kaptanganj_Subshngr_D (Uttar Pradesh),Kaptanganj,Subshngr,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Gwalior_HrihrNgr_I (Madhya Pradesh),Gwalior,HrihrNgr,I,Madhya Pradesh,26.2037247,78.1573628,"Gwalior, MP, India",,,,,,,474001,Gwalior,Gird Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tirpur_Palladam_DC (Tamil Nadu),Tirpur,Palladam,DC,Tamil Nadu,10.995882,77.281034,"Palladam, TP, India",,,,,,TP,,Palladam,Tiruppur,Tamil Nadu,TN,India,in,0.3375,0.675,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Dharapuram_Techrcly_D (Tamil Nadu),Dharapuram,Techrcly,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Kangayam_Thvlrsrt_D (Tamil Nadu),Kangayam,Thvlrsrt,D,Tamil Nadu,11.003583,77.559658,"Kangeyam, TP, India",,,,,,TP,,Kangeyam,Tiruppur,Tamil Nadu,TN,India,in,0.39375,0.7875,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Mumbai Antop Hill (Maharashtra),Mumbai Antop Hill,,,Maharashtra,19.0239461,72.8685474,"Antop Hill, Mumbai, MH, India",Zone 2,,,Antop Hill,,,400037,Mumbai,,Maharashtra,MH,India,in,0.6666666666666667,0.6666666666666667,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jalore_RoopNgr_D (Rajasthan),Jalore,RoopNgr,D,Rajasthan,25.3476006,72.6260916,"Jalore, RJ, India",,,,,,,343001,Jalore,Jalor Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhinmal_RwStnDPP_D (Rajasthan),Bhinmal,RwStnDPP,D,Rajasthan,25.0071053,72.2653077,"Bhinmal, RJ, India",,,,,,,343029,Bhinmal,Bhinmal Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porbandar_DC (Gujarat),Porbandar,,DC,Gujarat,21.6409,69.611,"Porbandar, GJ, India",,,,,,,360500,Porbandar,Porbandar Taluka,Gujarat,GJ,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jamjodhpur_Court_D (Gujarat),Jamjodhpur,Court,D,Gujarat,21.90219,70.0357,"Jamjodhpur, JM, India",,,,,,JM,,Jamjodhpur,Jamnagar,Gujarat,GJ,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Shikohabad_Katrmira_D (Uttar Pradesh),Shikohabad,Katrmira,D,Uttar Pradesh,27.1037645,78.5881058,"Shikohabad, UP, India",,,,,,,205135,Shikohabad,Shikohabad,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hyderabad_North_D_2 (Telangana),Hyderabad,North,D2,Telangana,17.5033551,78.4780443,"Tnr North City Residence, Ward 132 Jeedimetla, Hyderabad - 500009, TG, India",Greater Hyderabad Municipal Corporation North Zone,,Tnr North City Residence,Ward 132 Jeedimetla,Tnr North City Residence,,500009,Hyderabad,Quthbullapur mandal,Telangana,TG,India,in,0.7290000000000001,1,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Medchal_MROoffce_D (Telangana),Medchal,MROoffce,D,Telangana,17.6339929,78.4843146,"Medchal, TG, India",,,,,,,501400,Medchal,Medchal mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Coimbatore_ElngoNgr_C (Tamil Nadu),Coimbatore,ElngoNgr,C,Tamil Nadu,11.0018115,76.9628425,"Coimbatore, TN, India",,,,,,,641001,Coimbatore,Coimbatore North,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jalandhar_DC (Punjab),Jalandhar,,DC,Punjab,31.3323762,75.576889,"Jalandhar, PB, India",,,,,,,144001,Jalandhar,Jalandhar I Tahsil,Punjab,PB,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Perungudi_DPC (Tamil Nadu),Chennai,Perungudi,DPC,Tamil Nadu,12.9760584,80.2321916,"Perungudi MRTS Railway Station Road, Zone 13 Adyar, Chennai - 600042, TN, India",Udhayam Nagar,,Perungudi,Zone 13 Adyar,Perungudi MRTS Railway Station Road,,600042,Chennai,Chennai,Tamil Nadu,TN,India,in,0.7290000000000001,1,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bulndshahr_Ymunpurm_D (Uttar Pradesh),Bulndshahr,Ymunpurm,D,Uttar Pradesh,26.879641,80.56982,"Uttar Pradesh, India",,,Uttar Pradesh,,,,,,,Uttar Pradesh,UP,India,in,0.25,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bhopal_Old City (Madhya Pradesh),Bhopal,,Old City,Madhya Pradesh,23.2584857,77.401989,"Bhopal, MP, India",,,,,,,462001,Bhopal,Huzur Tahsil,Madhya Pradesh,MP,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hisar_ModelTwn_P (Haryana),Hisar,ModelTwn,P,Haryana,29.1562688,75.7292303,"Hisar, HR, India",,,,,,,125001,Hisar,Hisar,Haryana,HR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hanumangarh_DC (Rajasthan),Hanumangarh,,DC,Rajasthan,26.3554397,75.41507,"Hanumangarh, RJ, India",,,,,,,,Hanumangarh,Malpura Tehsil,Rajasthan,RJ,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_CotnGren_M (Maharashtra),Mumbai,CotnGren,M,Maharashtra,19.054999,72.8692035,"Mumbai, MH, India",,,,,,,,Mumbai,,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Parakkdavu_KeRoad_D (Kerala),Parakkdavu,KeRoad,D,Kerala,,,,,,,,,,,,,,,,,,,,,,
Mundakayam_Central_D_1 (Kerala),Mundakayam,Central,D1,Kerala,9.53866135,76.88497089481038,"Central Excise Range Office, Mundakayam, LIC Mudakayam Entrance, Puthenchantha, Mundakkayam - 686513, KL, India",,,"Central Excise Range Office, Mundakayam",Puthenchantha,LIC Mudakayam Entrance,,686513,Mundakkayam,Kanjirappally,Kerala,KL,India,in,0.27782999999999997,1,0.27782999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hailakandi_kalibari_D (Assam),Hailakandi,kalibari,D,Assam,24.6846916,92.5645836,"Hailakandi, AS, India",,,,,,,788151,Hailakandi,Hailakandi,Assam,AS,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Karimganj_Alngjuri_D (Assam),Karimganj,Alngjuri,D,Assam,24.8647214,92.3681114,"Karimganj, AS, India",,,,,,,788710,Karimganj,Karimganj,Assam,AS,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Guwahati_East (Assam),Guwahati,,East,Assam,26.1805978,91.753943,"Guwahati, AS, India",,,,,,,781015,Guwahati,Guwahati,Assam,AS,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sathyamangalam_Mlydpthr_D (Tamil Nadu),Sathyamangalam,Mlydpthr,D,Tamil Nadu,10.4807146,78.7701246,"Sathyamangalam, TN, India",,,,,,,,Sathyamangalam,Kulathur taluk,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Anthiyour_TherSRT_D (Tamil Nadu),Anthiyour,TherSRT,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Akbarpur_NehruNGR_D (Uttar Pradesh),Akbarpur,NehruNGR,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Kurukshetra_DC (Haryana),Kurukshetra,,DC,Haryana,29.9693747,76.8482787,"Kurukshetra, HR, India",,,,,,,132118,Kurukshetra,Thanesar,Haryana,HR,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pehowa_WdN14DPP_D (Haryana),Pehowa,WdN14DPP,D,Haryana,29.9783724,76.5832383,"Pehowa, HR, India",,,,,,,132128,Pehowa,Pehowa,Haryana,HR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kaithal_DC (Haryana),Kaithal,,DC,Haryana,29.7996588,76.3989903,"Kaithal, HR, India",,,,,,,132027,Kaithal,Kaithal,Haryana,HR,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Safidon_HatRDDPP_D (Haryana),Safidon,HatRDDPP,D,Haryana,29.4047614,76.6599089,"Safidon, HR, India",,,,,,,125112,Safidon,Safidon,Haryana,HR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hyderabad_Bownplly_C (Telangana),Hyderabad,Bownplly,C,Telangana,17.667896,77.589444,"Hyderabad, ME, India",,,,,,ME,,Hyderabad,Medak,Telangana,TG,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Kotagiri_CroslySRT_D (Tamil Nadu),Kotagiri,CroslySRT,D,Tamil Nadu,11.4230431,76.8658211,"Kotagiri, TN, India",,,,,,,643217,Kotagiri,Kotagiri,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Shajapur_MhpraRD_D (Madhya Pradesh),Shajapur,MhpraRD,D,Madhya Pradesh,23.4240705,76.2838697,"Shajapur, MP, India",,,,,,,465001,Shajapur,Shajapur Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BOM_Sakinaka_RP (Maharashtra),BOM,Sakinaka,RP,Maharashtra,19.100402,72.88178,"Sakinaka Tele Exchange Lane, Mohili, Mumbai -, MH, India",Zone 5,,,Mohili,Sakinaka Tele Exchange Lane,MU,,Mumbai,Mumbai City,Maharashtra,MH,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Raichur_LSRoad_DC (Karnataka),Raichur,LSRoad,DC,Karnataka,16.1983225,77.3527444,"Raichur, KA, India",,,,,,,584100,Raichur,Rayachuru taluku,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Suratgarh_Central_DPP_2 (Rajasthan),Suratgarh,Central,DPP2,Rajasthan,29.318755,73.901987,"Suratgarh, GA, India",,,,,,GA,,Suratgarh,Ganganagar,Rajasthan,RJ,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Srivijaynagar_BhwanDPP_D (Rajasthan),Srivijaynagar,BhwanDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Humnabad_EBroad_D (Karnataka),Humnabad,EBroad,D,Karnataka,17.772604,77.128889,"Homnabad, BD, India",,,,,,BD,,Homnabad,Bidar,Karnataka,KA,India,in,0.39375,0.7875,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bidar (Karnataka),Bidar,,,Karnataka,17.9143767,77.5263568,"Bidar, KA, India",,,,,,,585400,Bidar,Bidar taluku,Karnataka,KA,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Narayankhed_Datatrya_D (Telangana),Narayankhed,Datatrya,D,Telangana,18.034806,77.777289,"Narayankhed, TG, India",,,,,,,,Narayankhed,Medak,Telangana,TG,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Zahirabad_Mohim_D (Telangana),Zahirabad,Mohim,D,Telangana,25.862417,86.305407,"Mohim Khurd, BR, India",,,,,,,,Mohim Khurd,Samastipur,Bihar,BR,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Manmad_Malegaon_D (Maharashtra),Manmad,Malegaon,D,Maharashtra,20.2519828,74.4392286,"Manmad, MH, India",,,,,,,423104,Manmad,Nandgaon Taluka,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Malegaon_Rawlgaon_D (Maharashtra),Malegaon,Rawlgaon,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Pen_BljiMrkt_D (Maharashtra),Pen,BljiMrkt,D,Maharashtra,18.736151,73.0949798,"Pen, MH, India",,,,,,,402107,Pen,Pen Taluka,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Roha_DataSagr_D (Maharashtra),Roha,DataSagr,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Mahad_Govndsgr_D (Maharashtra),Mahad,Govndsgr,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Udupi (Karnataka),Udupi,,,Karnataka,13.3419169,74.7473232,"Udupi, KA, India",,,,,,,576101,Udupi,Udupi taluku,Karnataka,KA,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kundapura_DC (Karnataka),Kundapura,,DC,Karnataka,13.6250993,74.6915722,"Kundapura, KA, India",,,,,,,576200,Kundapura,Kundapura,Karnataka,KA,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhatkal_KmkshBul_D (Karnataka),Bhatkal,KmkshBul,D,Karnataka,13.9873619,74.5544089,"Bhatkal, KA, India",,,,,,,581320,Bhatkal,Bhatkal taluk,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Honnavar_Prbhtngr_D (Karnataka),Honnavar,Prbhtngr,D,Karnataka,14.2810827,74.4446716,"Honnavar, KA, India",,,,,,,581334,Honnavar,Honnavar taluku,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kumta_Central_DPP_2 (Karnataka),Kumta,Central,DPP2,Karnataka,14.4261647,74.4107617,"Kumta, KA, India",,,,,,,581343,Kumta,Kumata taluk,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ankola_Kakrmath_D (Karnataka),Ankola,Kakrmath,D,Karnataka,14.6599889,74.3047846,"Ankola, KA, India",,,,,,,581314,Ankola,Ankola taluk,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dudu_NrainaRD_D (Rajasthan),Dudu,NrainaRD,D,Rajasthan,26.6811224,75.2320764,"Dudu, RJ, India",,,,,,,303008,Dudu,Dudu Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Phulera_NarenaRD_D (Rajasthan),Phulera,NarenaRD,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Renwal_ChomuRD_D (Rajasthan),Renwal,ChomuRD,D,Rajasthan,27.1597154,75.3593637,"Renwal, RJ, India",,,,,,,303603,Renwal,Kishangarh Renwal Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jaleswar_NaturDPP_D (Orissa),Jaleswar,NaturDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Beed_JalnaRd_D (Maharashtra),Beed,JalnaRd,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Georai_Bazarrd_D (Maharashtra),Georai,Bazarrd,D,Maharashtra,19.25745,75.72689,"Georai, BI, India",,,,,,BI,,Georai,Bid,Maharashtra,MH,India,in,0.5,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Shevgaon_VidyaNgr_D (Maharashtra),Shevgaon,VidyaNgr,D,Maharashtra,19.3543392,75.2222307,"Shevgaon, MH, India",,,,,,,414502,Shevgaon,Shevgaon,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Paithan_SantaNGR_D (Maharashtra),Paithan,SantaNGR,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
CCU_DumDum_DPC (West Bengal),CCU,DumDum,DPC,West Bengal,22.627373,88.403868,"Dum Dum, PN, India",,,,,,PN,,Dum Dum,24 Parganas North,West Bengal,WB,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Jabalpur_Adhartal_IP (Madhya Pradesh),Jabalpur,Adhartal,IP,Madhya Pradesh,23.2081273,79.95079390792681,"Adhartal, Jabalpur, Adhartal Tahsil, India",Jabalpur,,Adhartal,,,,,Jabalpur,Adhartal Tahsil,Madhya Pradesh,MP,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
